# enricher v3.3.1
# Feature file:  miniexExample_featureFileGO.out
# Gene set file: miniexExample_setFileRegulons.out
# Input: n_gen=1548,  n_set=61, n_ftr=2392
# Options: min-hits=2 fdr=0.05 find-depleted=0
#          min-genes=1 max-genes=1548
#          min-information-content=0 max-information-content=1
# Background: 4999 genes used in background (from background file 'miniexExample_expressedGenes.txt')
set_id	ftr_id	p-val	q-val	enr_fold	set_size	ftr_size	ftr_ic	n_hits	hits
AT2G28810_Cluster_28	GO:0000003	0.000190643	0.000749619	3.63564	121	125	0.342614	11	AT1G72150,AT4G20270,AT1G28520,AT4G37450,AT3G24770,AT1G16340,AT4G31590,AT5G37770,AT3G50870,AT3G07130,AT4G24960
AT2G28810_Cluster_28	GO:0006996	1.27236e-05	7.35514e-05	6.09552	121	61	0.440295	9	AT2G31200,AT1G04750,AT5G59880,AT5G58060,AT4G11220,AT4G04910,AT4G34490,AT5G62500,AT3G13870
AT2G28810_Cluster_28	GO:0007049	0.0152267	0.0246496	5.63373	121	22	0.579148	3	AT1G04750,AT4G37450,AT2G39830
AT2G28810_Cluster_28	GO:0009987	9.42537e-16	5.64961e-14	3.27889	121	630	0.122401	50	AT2G31200,AT5G43010,AT1G72150,AT5G22090,AT1G04750,AT4G14740,AT5G42200,AT4G14770,AT4G20270,AT5G35590,AT5G22360,AT1G16470,AT1G65960,AT5G45940,AT2G32200,AT5G54940,AT1G28520,AT3G52880,AT5G59880,AT5G02490,AT4G37450,AT5G01380,AT5G43870,AT1G62430,AT5G05780,AT5G60920,AT1G29850,AT5G40580,AT5G58060,AT3G22110,AT3G24770,AT1G16340,AT5G60850,AT4G31590,AT2G39830,AT4G11220,AT3G50870,AT4G04910,AT5G55700,AT2G45820,AT4G24960,AT1G28470,AT2G41140,AT4G34490,AT2G04240,AT4G12420,AT5G62500,AT2G28810,AT3G13870,AT2G38250
AT2G28810_Cluster_28	GO:0016043	2.30082e-06	1.63049e-05	4.79538	121	112	0.357566	13	AT2G31200,AT1G04750,AT5G59880,AT4G37450,AT5G60920,AT5G58060,AT1G16340,AT4G31590,AT4G11220,AT4G04910,AT4G34490,AT5G62500,AT3G13870
AT2G28810_Cluster_28	GO:0022402	0.0100986	0.0179344	6.52327	121	19	0.599108	3	AT1G04750,AT4G37450,AT2G39830
AT2G28810_Cluster_28	GO:0022414	0.000190643	0.000749619	3.63564	121	125	0.342614	11	AT1G72150,AT4G20270,AT1G28520,AT4G37450,AT3G24770,AT1G16340,AT4G31590,AT5G37770,AT3G50870,AT3G07130,AT4G24960
AT2G28810_Cluster_28	GO:0044085	0.00195348	0.00499657	4.50699	121	55	0.454393	6	AT1G04750,AT4G37450,AT5G60920,AT1G16340,AT1G28470,AT3G13870
AT2G28810_Cluster_28	GO:0071840	3.28577e-06	2.22588e-05	4.31639	121	134	0.333148	14	AT2G31200,AT1G04750,AT5G59880,AT4G37450,AT5G60920,AT5G58060,AT1G16340,AT4G31590,AT4G11220,AT4G04910,AT1G28470,AT4G34490,AT5G62500,AT3G13870
AT2G28810_Cluster_28	GO:0003006	0.000445144	0.0015214	3.56156	121	116	0.352788	10	AT1G72150,AT4G20270,AT1G28520,AT4G37450,AT3G24770,AT1G16340,AT4G31590,AT5G37770,AT3G50870,AT4G24960
AT2G28810_Cluster_28	GO:0007275	4.24723e-05	0.000207468	3.11804	121	212	0.270689	16	AT1G63180,AT4G14770,AT4G20270,AT5G45940,AT1G28520,AT4G37450,AT5G05780,AT3G24770,AT4G31590,AT5G37770,AT2G39830,AT3G50870,AT3G07130,AT4G24960,AT1G10940,AT3G13870
AT2G28810_Cluster_28	GO:0009791	0.00945126	0.017113	2.68709	121	123	0.34481	8	AT4G14770,AT4G20270,AT1G28520,AT3G24770,AT5G37770,AT3G50870,AT3G07130,AT4G24960
AT2G28810_Cluster_28	GO:0022622	0.0126007	0.0213475	3.56156	121	58	0.447162	5	AT4G20270,AT3G24770,AT2G39830,AT1G10940,AT3G13870
AT2G28810_Cluster_28	GO:0032501	2.70164e-06	1.87949e-05	3.34028	121	235	0.256665	19	AT1G63180,AT1G72150,AT4G14770,AT4G20270,AT5G45940,AT1G06490,AT1G28520,AT4G37450,AT5G05780,AT3G24770,AT1G16340,AT4G31590,AT5G37770,AT2G39830,AT3G50870,AT3G07130,AT4G24960,AT1G10940,AT3G13870
AT2G28810_Cluster_28	GO:0032502	1.63273e-07	1.52308e-06	3.5093	121	259	0.243425	22	AT1G63180,AT1G72150,AT4G14770,AT4G20270,AT5G45940,AT5G14510,AT1G28520,AT4G37450,AT1G62430,AT5G05780,AT3G24770,AT1G16340,AT4G31590,AT5G37770,AT2G39830,AT3G50870,AT3G07130,AT4G24960,AT4G34490,AT1G10940,AT4G12420,AT3G13870
AT2G28810_Cluster_28	GO:0048364	0.0126007	0.0213475	3.56156	121	58	0.447162	5	AT4G20270,AT3G24770,AT2G39830,AT1G10940,AT3G13870
AT2G28810_Cluster_28	GO:0048367	0.00531468	0.0108833	3.69977	121	67	0.427522	6	AT4G20270,AT5G05780,AT3G24770,AT5G37770,AT3G50870,AT4G24960
AT2G28810_Cluster_28	GO:0048608	0.0280869	0.0400248	2.58213	121	96	0.378554	6	AT4G20270,AT1G28520,AT3G24770,AT5G37770,AT3G50870,AT4G24960
AT2G28810_Cluster_28	GO:0048731	0.00199715	0.00508889	2.75427	121	165	0.304814	11	AT4G20270,AT1G28520,AT5G05780,AT3G24770,AT4G31590,AT5G37770,AT2G39830,AT3G50870,AT4G24960,AT1G10940,AT3G13870
AT2G28810_Cluster_28	GO:0048856	3.43413e-07	2.92322e-06	3.49837	121	248	0.249334	21	AT1G63180,AT1G72150,AT4G14770,AT4G20270,AT5G45940,AT5G14510,AT1G28520,AT4G37450,AT5G05780,AT3G24770,AT1G16340,AT4G31590,AT5G37770,AT2G39830,AT3G50870,AT3G07130,AT4G24960,AT4G34490,AT1G10940,AT4G12420,AT3G13870
AT2G28810_Cluster_28	GO:0061458	0.0280869	0.0400248	2.58213	121	96	0.378554	6	AT4G20270,AT1G28520,AT3G24770,AT5G37770,AT3G50870,AT4G24960
AT2G28810_Cluster_28	GO:0099402	0.00254147	0.0061491	3.33851	121	99	0.374364	8	AT4G20270,AT5G05780,AT3G24770,AT4G31590,AT2G39830,AT3G50870,AT1G10940,AT3G13870
AT2G28810_Cluster_28	GO:0006950	2.38137e-07	2.13254e-06	3.31088	121	287	0.229449	23	AT1G04750,AT5G42200,AT4G35300,AT3G05890,AT5G22360,AT3G09980,AT2G32200,AT5G54940,AT1G28520,AT5G59880,AT5G02490,AT5G05780,AT5G60920,AT1G29850,AT1G70670,AT5G37770,AT2G45820,AT4G24960,AT2G41140,AT1G71050,AT2G04240,AT1G10940,AT5G38470
AT2G28810_Cluster_28	GO:0009628	3.7053e-05	0.000184213	3.01433	121	233	0.257829	17	AT5G42200,AT4G35300,AT3G05890,AT5G22360,AT2G32200,AT5G54940,AT1G28520,AT5G02490,AT5G60920,AT1G70670,AT5G37770,AT4G24960,AT2G41140,AT2G04240,AT1G10940,AT5G38470,AT5G62500
AT2G28810_Cluster_28	GO:0042221	0.00106458	0.00307834	2.21325	121	336	0.207987	18	AT5G22090,AT5G42200,AT4G35300,AT2G33310,AT5G35590,AT1G16470,AT2G32200,AT5G54940,AT1G28520,AT5G59880,AT5G02490,AT3G22110,AT1G70670,AT5G37770,AT2G45820,AT4G24960,AT1G71050,AT2G04240
AT2G28810_Cluster_28	GO:0050789	0.00316017	0.00721362	2.18979	121	283	0.23136	15	AT5G22090,AT4G14770,AT4G20270,AT3G09980,AT1G28520,AT5G01380,AT3G24770,AT5G60850,AT5G37770,AT2G39830,AT3G50870,AT4G24960,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0050794	0.0041635	0.00897039	2.28546	121	235	0.256665	13	AT5G22090,AT4G14770,AT4G20270,AT1G28520,AT5G01380,AT3G24770,AT5G60850,AT2G39830,AT3G50870,AT4G24960,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0050896	3.59186e-06	2.40973e-05	2.43518	121	492	0.156063	29	AT5G22090,AT1G04750,AT5G42200,AT4G35300,AT2G33310,AT3G05890,AT5G35590,AT5G22360,AT1G16470,AT3G09980,AT2G32200,AT5G54940,AT1G28520,AT5G59880,AT5G02490,AT5G05780,AT5G60920,AT1G29850,AT3G22110,AT1G70670,AT5G37770,AT2G45820,AT4G24960,AT2G41140,AT1G71050,AT2G04240,AT1G10940,AT5G38470,AT5G62500
AT2G28810_Cluster_28	GO:0065007	0.0014645	0.00396119	2.21558	121	317	0.215913	17	AT5G22090,AT4G14770,AT4G20270,AT5G22360,AT3G09980,AT1G28520,AT5G01380,AT3G24770,AT5G60850,AT5G37770,AT2G39830,AT3G50870,AT4G24960,AT1G28470,AT1G71050,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0006810	0.00693631	0.0133912	3.10966	121	93	0.382876	7	AT4G14740,AT5G22360,AT1G06490,AT5G43870,AT5G58060,AT4G04910,AT3G13870
AT2G28810_Cluster_28	GO:0010035	0.000482433	0.0016256	3.26946	121	139	0.32816	11	AT4G35300,AT5G35590,AT1G16470,AT1G28520,AT5G59880,AT5G02490,AT3G22110,AT1G70670,AT5G37770,AT4G24960,AT1G71050
AT2G28810_Cluster_28	GO:0010038	0.00177508	0.00463745	3.96162	121	73	0.415844	7	AT5G35590,AT1G16470,AT5G59880,AT5G02490,AT3G22110,AT5G37770,AT1G71050
AT2G28810_Cluster_28	GO:0016192	7.4403e-07	5.93456e-06	16.5256	121	15	0.631293	6	AT4G14740,AT5G22360,AT5G43870,AT5G58060,AT4G04910,AT3G13870
AT2G28810_Cluster_28	GO:0046686	0.0340574	0.0466514	3.24032	121	51	0.464673	4	AT5G59880,AT5G02490,AT3G22110,AT1G71050
AT2G28810_Cluster_28	GO:0048193	0.000262357	0.000976326	20.657	121	6	0.756048	3	AT4G14740,AT5G43870,AT3G13870
AT2G28810_Cluster_28	GO:0051179	0.000965724	0.00286742	3.5078	121	106	0.365062	9	AT1G04750,AT4G14740,AT5G22360,AT1G06490,AT5G43870,AT5G58060,AT4G04910,AT2G45820,AT3G13870
AT2G28810_Cluster_28	GO:0051234	0.00693631	0.0133912	3.10966	121	93	0.382876	7	AT4G14740,AT5G22360,AT1G06490,AT5G43870,AT5G58060,AT4G04910,AT3G13870
AT2G28810_Cluster_28	GO:0051641	0.0105779	0.0186304	4.59045	121	36	0.512096	4	AT1G04750,AT5G22360,AT2G45820,AT3G13870
AT2G28810_Cluster_28	GO:0010043	0.0230286	0.0342032	8.26281	121	10	0.686498	2	AT5G35590,AT1G16470
AT2G28810_Cluster_28	GO:0008152	3.17908e-08	3.5032e-07	2.95805	121	419	0.17793	30	AT5G43010,AT5G22090,AT5G42200,AT4G14770,AT5G35590,AT1G16470,AT1G65960,AT5G45940,AT1G28520,AT3G52880,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT5G05780,AT1G29850,AT5G40580,AT3G22110,AT1G16340,AT5G60850,AT5G37770,AT2G39830,AT3G50870,AT5G55700,AT4G24960,AT1G28470,AT2G41140,AT2G04240,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0009058	0.00263497	0.00631164	2.31359	121	250	0.248241	14	AT4G14770,AT5G45940,AT1G28520,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0044237	5.12487e-08	5.33686e-07	2.97297	121	403	0.183231	29	AT5G43010,AT5G22090,AT5G42200,AT4G14770,AT5G35590,AT1G16470,AT1G65960,AT5G45940,AT1G28520,AT3G52880,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT5G05780,AT1G29850,AT5G40580,AT3G22110,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT5G55700,AT4G24960,AT1G28470,AT2G41140,AT2G04240,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0044249	0.00187022	0.00483894	2.39999	121	241	0.253233	14	AT4G14770,AT5G45940,AT1G28520,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0009832	3.46714e-05	0.000173962	9.1809	121	27	0.551264	6	AT1G04750,AT4G37450,AT5G60920,AT1G16340,AT1G28470,AT3G13870
AT2G28810_Cluster_28	GO:0042546	7.96673e-05	0.000355607	7.99627	121	31	0.532455	6	AT1G04750,AT4G37450,AT5G60920,AT1G16340,AT1G28470,AT3G13870
AT2G28810_Cluster_28	GO:0051668	0.000262357	0.000976326	20.657	121	6	0.756048	3	AT1G04750,AT5G22360,AT2G45820
AT2G28810_Cluster_28	GO:0071554	0.000250383	0.000940629	5.45657	121	53	0.459436	7	AT1G04750,AT4G37450,AT5G60920,AT1G16340,AT4G31590,AT1G28470,AT3G13870
AT2G28810_Cluster_28	GO:0071669	0.000260077	0.000970179	6.52327	121	38	0.504734	6	AT1G04750,AT4G37450,AT5G60920,AT1G16340,AT1G28470,AT3G13870
AT2G28810_Cluster_28	GO:0006793	0.0261551	0.0378804	3.51609	121	47	0.475794	4	AT5G22090,AT5G45940,AT1G62430,AT2G41140
AT2G28810_Cluster_28	GO:0006796	0.0226652	0.0337806	3.67236	121	45	0.481714	4	AT5G22090,AT5G45940,AT1G62430,AT2G41140
AT2G28810_Cluster_28	GO:0044238	5.67995e-08	5.82455e-07	3.22572	121	333	0.209208	26	AT5G43010,AT5G42200,AT4G14770,AT5G35590,AT1G16470,AT1G65960,AT5G45940,AT1G28520,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT5G05780,AT1G29850,AT5G40580,AT3G22110,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT5G55700,AT1G28470,AT2G41140,AT2G04240,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0071704	2.52558e-07	2.24571e-06	2.91248	121	383	0.190162	27	AT5G43010,AT5G42200,AT4G14770,AT5G35590,AT1G16470,AT1G65960,AT5G45940,AT1G28520,AT3G52880,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT5G05780,AT1G29850,AT5G40580,AT3G22110,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT5G55700,AT1G28470,AT2G41140,AT2G04240,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:1901576	0.00235561	0.00580259	2.34169	121	247	0.249884	14	AT4G14770,AT5G45940,AT1G28520,AT5G02490,AT4G37450,AT5G01380,AT1G62430,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0009056	5.53413e-06	3.53496e-05	5.90201	121	70	0.421558	10	AT5G43010,AT5G35590,AT1G16470,AT5G45940,AT3G52880,AT5G05780,AT5G40580,AT3G22110,AT5G55700,AT4G24960
AT2G28810_Cluster_28	GO:0022411	0.011269	0.0195924	11.804	121	7	0.73506	2	AT2G31200,AT5G59880
AT2G28810_Cluster_28	GO:0044248	1.09729e-06	8.44136e-06	7.00238	121	59	0.444834	10	AT5G43010,AT5G35590,AT1G16470,AT5G45940,AT3G52880,AT5G05780,AT5G40580,AT3G22110,AT5G55700,AT4G24960
AT2G28810_Cluster_28	GO:0006725	0.00361885	0.00802153	2.55312	121	178	0.294489	11	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT1G29850,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0006807	4.40027e-07	3.66659e-06	3.31719	121	274	0.23576	22	AT5G43010,AT5G42200,AT4G14770,AT5G35590,AT1G16470,AT1G65960,AT5G45940,AT1G28520,AT5G02490,AT5G01380,AT5G05780,AT1G29850,AT5G40580,AT3G22110,AT5G60850,AT5G37770,AT2G39830,AT3G50870,AT1G28470,AT2G41140,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:1901360	0.00640532	0.0125783	2.36695	121	192	0.28418	11	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT1G29850,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:1901564	0.00181143	0.00471042	2.78806	121	163	0.306474	11	AT5G43010,AT5G42200,AT5G35590,AT1G16470,AT1G65960,AT5G45940,AT5G02490,AT5G05780,AT5G40580,AT3G22110,AT2G41140
AT2G28810_Cluster_28	GO:0006139	0.000425898	0.00146726	3.31719	121	137	0.330134	11	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT1G29850,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0034641	0.00209568	0.00527983	2.73768	121	166	0.303991	11	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT1G29850,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0046483	0.00209568	0.00527983	2.73768	121	166	0.303991	11	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT1G29850,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:1901565	2.76925e-05	0.000143707	7.61048	121	38	0.504734	7	AT5G43010,AT5G35590,AT1G16470,AT5G45940,AT5G05780,AT5G40580,AT3G22110
AT2G28810_Cluster_28	GO:1901575	1.27236e-05	7.35514e-05	6.09552	121	61	0.440295	9	AT5G43010,AT5G35590,AT1G16470,AT5G45940,AT3G52880,AT5G05780,AT5G40580,AT3G22110,AT5G55700
AT2G28810_Cluster_28	GO:0001101	0.0144575	0.0236477	3.44284	121	60	0.442546	5	AT4G35300,AT1G28520,AT1G70670,AT5G37770,AT4G24960
AT2G28810_Cluster_28	GO:0006970	0.00613924	0.0121625	3.59253	121	69	0.423517	6	AT5G22360,AT1G28520,AT5G60920,AT4G24960,AT2G04240,AT1G10940
AT2G28810_Cluster_28	GO:0009651	0.0030581	0.00703997	4.1314	121	60	0.442546	6	AT5G22360,AT1G28520,AT5G60920,AT4G24960,AT2G04240,AT1G10940
AT2G28810_Cluster_28	GO:0009653	0.000115603	0.000489126	4.64783	121	80	0.403377	9	AT1G72150,AT4G20270,AT5G05780,AT3G24770,AT1G16340,AT3G50870,AT4G34490,AT4G12420,AT3G13870
AT2G28810_Cluster_28	GO:0009888	0.000441908	0.00151181	4.98618	121	58	0.447162	7	AT4G14770,AT4G20270,AT5G14510,AT3G24770,AT2G39830,AT3G50870,AT3G13870
AT2G28810_Cluster_28	GO:0010015	0.0291722	0.0413054	4.42651	121	28	0.546313	3	AT4G20270,AT3G24770,AT3G13870
AT2G28810_Cluster_28	GO:0019538	0.000339392	0.00121842	4.04159	121	92	0.384348	9	AT5G43010,AT5G42200,AT5G35590,AT1G16470,AT5G02490,AT5G05780,AT5G40580,AT3G22110,AT2G41140
AT2G28810_Cluster_28	GO:0040007	0.000204908	0.000796827	4.86048	121	68	0.425505	8	AT1G72150,AT4G20270,AT1G62430,AT5G60920,AT1G16340,AT4G34490,AT4G12420,AT3G13870
AT2G28810_Cluster_28	GO:0043170	2.81105e-08	3.13828e-07	3.8677	121	235	0.256665	22	AT5G43010,AT5G42200,AT4G14770,AT5G35590,AT1G16470,AT1G28520,AT5G02490,AT4G37450,AT5G01380,AT5G05780,AT1G29850,AT5G40580,AT3G22110,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT5G55700,AT1G28470,AT2G41140,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0048507	0.0133827	0.0223805	5.90201	121	21	0.585481	3	AT4G20270,AT3G24770,AT3G50870
AT2G28810_Cluster_28	GO:0048589	0.000667267	0.00211601	4.66449	121	62	0.438081	7	AT1G72150,AT4G20270,AT1G62430,AT1G16340,AT4G34490,AT4G12420,AT3G13870
AT2G28810_Cluster_28	GO:0050793	0.0250761	0.036625	2.99377	121	69	0.423517	5	AT4G20270,AT1G28520,AT3G24770,AT5G37770,AT3G50870
AT2G28810_Cluster_28	GO:1902074	0.0250761	0.036625	2.99377	121	69	0.423517	5	AT4G35300,AT1G28520,AT1G70670,AT5G37770,AT4G24960
AT2G28810_Cluster_28	GO:1905392	0.0165818	0.0264123	4.03064	121	41	0.494389	4	AT4G20270,AT5G05780,AT3G24770,AT3G13870
AT2G28810_Cluster_28	GO:0009266	0.000277584	0.00102522	4.6551	121	71	0.419627	8	AT4G35300,AT3G05890,AT1G28520,AT5G02490,AT5G37770,AT4G24960,AT2G41140,AT5G38470
AT2G28810_Cluster_28	GO:0009409	0.000949036	0.00282704	5.16426	121	48	0.472927	6	AT4G35300,AT3G05890,AT1G28520,AT5G37770,AT4G24960,AT5G38470
AT2G28810_Cluster_28	GO:0006351	0.0023835	0.00585483	3.37258	121	98	0.375746	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0006355	0.0023835	0.00585483	3.37258	121	98	0.375746	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0009059	0.00030617	0.00111607	3.21928	121	154	0.314208	12	AT4G14770,AT1G28520,AT5G02490,AT4G37450,AT5G01380,AT1G16340,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0009889	0.00274301	0.00651043	3.02298	121	123	0.34481	9	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0010467	0.00274301	0.00651043	3.02298	121	123	0.34481	9	AT4G14770,AT1G28520,AT5G02490,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0010468	0.00436215	0.00929275	3.0603	121	108	0.362517	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0010556	0.00172336	0.00451815	3.23327	121	115	0.353967	9	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0016070	0.00412085	0.00890903	3.0889	121	107	0.363784	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0018130	0.00359149	0.00798109	2.90489	121	128	0.339385	9	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0019219	0.000841411	0.00256355	3.57525	121	104	0.367656	9	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0019222	0.000210984	0.00081559	3.34979	121	148	0.319618	12	AT5G22090,AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT5G37770,AT2G39830,AT3G50870,AT4G24960,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0019438	0.00419208	0.00901027	2.83837	121	131	0.336231	9	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0031323	0.000614519	0.0019777	3.178	121	143	0.324298	11	AT5G22090,AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT4G24960,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0031326	0.00245196	0.00598068	3.07295	121	121	0.347042	9	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0032774	0.0023835	0.00585483	3.37258	121	98	0.375746	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0034654	0.00103326	0.00301714	3.47501	121	107	0.363784	9	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0044271	0.00419208	0.00901027	2.83837	121	131	0.336231	9	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0045087	0.017207	0.0271653	5.38879	121	23	0.573095	3	AT3G09980,AT5G05780,AT5G37770
AT2G28810_Cluster_28	GO:0051171	0.000445144	0.0015214	3.56156	121	116	0.352788	10	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT5G37770,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0051252	0.00254147	0.0061491	3.33851	121	99	0.374364	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0060255	0.00274301	0.00651043	3.02298	121	123	0.34481	9	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0080090	0.00340713	0.0076516	2.92777	121	127	0.340453	9	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0090304	0.000476928	0.0016092	3.53112	121	117	0.351619	10	AT4G14770,AT1G28520,AT5G01380,AT1G29850,AT5G60850,AT2G39830,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:1901362	0.00775481	0.0146843	2.58213	121	144	0.323349	9	AT4G14770,AT5G45940,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:2001141	0.0023835	0.00585483	3.37258	121	98	0.375746	8	AT4G14770,AT1G28520,AT5G01380,AT5G60850,AT3G50870,AT1G28470,AT2G28810,AT2G38250
AT2G28810_Cluster_28	GO:0007010	6.77658e-05	0.000308639	10.8721	121	19	0.599108	5	AT2G31200,AT5G59880,AT4G34490,AT5G62500,AT3G13870
AT2G28810_Cluster_28	GO:0007015	0.011269	0.0195924	11.804	121	7	0.73506	2	AT2G31200,AT5G59880
AT2G28810_Cluster_28	GO:0030029	3.74741e-05	0.000185985	18.3618	121	9	0.700843	4	AT2G31200,AT5G59880,AT4G34490,AT3G13870
AT2G28810_Cluster_28	GO:0030036	3.74741e-05	0.000185985	18.3618	121	9	0.700843	4	AT2G31200,AT5G59880,AT4G34490,AT3G13870
AT2G28810_Cluster_28	GO:0097435	0.0230286	0.0342032	8.26281	121	10	0.686498	2	AT2G31200,AT5G59880
AT2G28810_Cluster_28	GO:0010087	0.000270959	0.00100352	11.804	121	14	0.640686	4	AT4G20270,AT5G14510,AT3G24770,AT2G39830
AT2G28810_Cluster_28	GO:0030154	0.0117361	0.0202524	3.62404	121	57	0.449529	5	AT1G72150,AT4G20270,AT3G24770,AT1G16340,AT3G13870
AT2G28810_Cluster_28	GO:0048869	0.000667267	0.00211601	4.66449	121	62	0.438081	7	AT1G72150,AT4G14770,AT4G20270,AT4G37450,AT3G24770,AT1G16340,AT3G13870
AT2G28810_Cluster_28	GO:0000902	0.00390404	0.0085446	4.69478	121	44	0.484774	5	AT1G72150,AT1G16340,AT4G34490,AT4G12420,AT3G13870
